BIDEN,WHITE,LIBERAL,GENDER,DEMOCRAT,REPUBLICAN,PARTY_ID,EDUCATION,BIRTHPLACE,OWNER,INCOME,AGE
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$20,000-$39,999",72
1,YES,YES,Male,Not Democrat,Not Republican,Other,17+yrs,USA,DO NOT OWN,"$20,000-$39,999",73
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",41
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs,USA,OWN RESIDENCE,"$100,000-$149,999",60
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$20,000-$39,999",22
0,NO,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,NOT USA,DO NOT OWN,"$60,000-$99,999",29
0,NO,NO,Female,Yes Democrat,Not Republican,Democrat,16yrs,NOT USA,DO NOT OWN,"Less than $20,000",23
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$100,000-$149,999",42
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$20,000-$39,999",25
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$150,000-$199,999",76
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$150,000-$199,999",35
0,NO,NO,Female,Not Democrat,Not Republican,Other,16yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",47
1,NO,NO,Male,Not Democrat,Not Republican,Other,16yrs,USA,DO NOT OWN,"$150,000-$199,999",35
1,YES,NO,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",50
1,NO,NO,Female,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",39
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,NOT USA,OWN RESIDENCE,"$40,000-$59,999",69
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$200,000 or more",68
1,NO,NO,Male,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",54
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs,USA,DO NOT OWN,"$40,000-$59,999",39
1,YES,NO,Male,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",79
1,YES,NO,Female,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",39
1,YES,YES,Male,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$60,000-$99,999",70
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$40,000-$59,999",78
0,YES,NO,Female,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",41
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",58
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",42
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs,USA,DO NOT OWN,"$60,000-$99,999",58
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$40,000-$59,999",68
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",39
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$40,000-$59,999",52
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$200,000 or more",22
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",73
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs,USA,DO NOT OWN,"$200,000 or more",19
0,YES,NO,Female,Yes Democrat,Not Republican,Democrat,16yrs,NOT USA,DO NOT OWN,"$60,000-$99,999",31
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",62
1,NO,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",42
0,YES,YES,Male,Not Democrat,Not Republican,Other,16yrs,USA,DO NOT OWN,"$60,000-$99,999",46
1,NO,YES,Female,Not Democrat,Not Republican,Other,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",32
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$150,000-$199,999",43
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$200,000 or more",79
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$200,000 or more",61
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,NA,"$100,000-$149,999",52
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$150,000-$199,999",61
1,YES,NO,Female,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",71
0,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",35
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",27
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",39
1,YES,YES,Female,Not Democrat,Not Republican,Other,12yrs,USA,DO NOT OWN,"$20,000-$39,999",36
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",60
1,YES,YES,Female,Not Democrat,Not Republican,Other,16yrs,USA,DO NOT OWN,"$200,000 or more",21
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",69
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",74
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$150,000-$199,999",36
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",78
0,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$20,000-$39,999",34
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",63
0,NO,NO,Female,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,OWN RESIDENCE,"$40,000-$59,999",74
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",71
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$200,000 or more",42
0,NO,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,NOT USA,DO NOT OWN,"Less than $20,000",69
0,YES,NO,Male,Yes Democrat,Not Republican,Democrat,12yrs,USA,DO NOT OWN,"$40,000-$59,999",22
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",38
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,NOT USA,OWN RESIDENCE,"$60,000-$99,999",36
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs,USA,OWN RESIDENCE,"$100,000-$149,999",68
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",26
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$60,000-$99,999",70
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$60,000-$99,999",76
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$100,000-$149,999",25
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",57
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$150,000-$199,999",72
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",38
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs,USA,OWN RESIDENCE,"$100,000-$149,999",77
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",34
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",38
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$40,000-$59,999",65
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$100,000-$149,999",88
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$200,000 or more",35
0,NO,NO,Male,Yes Democrat,Not Republican,Democrat,12yrs,USA,DO NOT OWN,"Less than $20,000",19
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",46
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",72
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",64
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",40
0,YES,NO,Female,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",80
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,17+yrs,NOT USA,OWN RESIDENCE,"$20,000-$39,999",68
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",64
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",71
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$100,000-$149,999",46
0,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$200,000 or more",80
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$150,000-$199,999",42
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",52
0,YES,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,NOT USA,OWN RESIDENCE,"$100,000-$149,999",68
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$100,000-$149,999",75
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,NOT USA,OWN RESIDENCE,"$60,000-$99,999",77
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$100,000-$149,999",35
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$60,000-$99,999",49
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",46
1,YES,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,OWN RESIDENCE,"$150,000-$199,999",66
0,NO,YES,Male,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",59
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,NOT USA,DO NOT OWN,"$60,000-$99,999",19
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",46
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",69
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$40,000-$59,999",63
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",60
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$20,000-$39,999",26
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",39
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$100,000-$149,999",30
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$100,000-$149,999",80
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",60
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",49
1,YES,NO,Male,Yes Democrat,Not Republican,Democrat,12yrs,USA,OWN RESIDENCE,"$20,000-$39,999",62
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",73
0,NO,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",20
1,NO,NO,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",48
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",57
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$150,000-$199,999",63
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",66
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$60,000-$99,999",85
0,YES,NO,Male,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",70
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",57
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,OWN RESIDENCE,"$150,000-$199,999",32
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$100,000-$149,999",41
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",56
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$40,000-$59,999",74
1,YES,NO,Male,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",54
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,DO NOT OWN,"Less than $20,000",53
1,YES,YES,Female,Not Democrat,Not Republican,Other,17+yrs,USA,DO NOT OWN,"$60,000-$99,999",33
1,YES,YES,Male,Not Democrat,Not Republican,Other,12yrs,USA,DO NOT OWN,"Less than $20,000",22
0,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$60,000-$99,999",32
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",68
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$40,000-$59,999",77
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",36
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"Less than $20,000",65
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",24
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$200,000 or more",64
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",55
0,YES,NO,Female,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"$20,000-$39,999",78
0,YES,NO,Male,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",51
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$20,000-$39,999",78
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$60,000-$99,999",76
1,YES,YES,Male,Not Democrat,Not Republican,Other,16yrs,USA,DO NOT OWN,"$60,000-$99,999",23
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,NOT USA,DO NOT OWN,"$20,000-$39,999",22
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$200,000 or more",33
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$60,000-$99,999",24
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",69
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",61
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",28
0,NO,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",34
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$150,000-$199,999",32
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$200,000 or more",45
0,NO,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",21
1,YES,NO,Male,Not Democrat,Not Republican,Other,17+yrs,NOT USA,OWN RESIDENCE,"$150,000-$199,999",59
1,YES,YES,Male,Not Democrat,Not Republican,Other,12yrs,USA,OWN RESIDENCE,"Less than $20,000",63
0,NO,NO,Female,Not Democrat,Not Republican,Other,12yrs-15yrs,NOT USA,DO NOT OWN,"$100,000-$149,999",21
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$100,000-$149,999",62
1,NO,YES,Female,Not Democrat,Not Republican,Other,16yrs,USA,DO NOT OWN,"$20,000-$39,999",27
0,YES,NO,Female,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$200,000 or more",47
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,DO NOT OWN,"$100,000-$149,999",27
0,YES,YES,Female,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",21
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$60,000-$99,999",50
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$100,000-$149,999",76
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$20,000-$39,999",20
1,YES,NO,Male,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$200,000 or more",44
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$100,000-$149,999",34
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",29
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",76
1,YES,NO,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",39
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",73
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",29
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",71
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",55
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$20,000-$39,999",72
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",22
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs,NOT USA,OWN RESIDENCE,"$100,000-$149,999",70
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$150,000-$199,999",82
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$60,000-$99,999",26
1,NO,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs,USA,DO NOT OWN,"$100,000-$149,999",55
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",60
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",51
0,NO,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",55
1,NO,NO,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",49
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",53
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",37
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$60,000-$99,999",66
1,NO,NO,Female,Yes Democrat,Not Republican,Democrat,16yrs,NOT USA,DO NOT OWN,"$100,000-$149,999",28
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$200,000 or more",63
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$100,000-$149,999",41
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$100,000-$149,999",43
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",72
0,NO,NO,Female,Not Democrat,Not Republican,Other,17+yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",65
1,NO,YES,Female,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",48
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$100,000-$149,999",29
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs,NOT USA,OWN RESIDENCE,"$200,000 or more",52
1,YES,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",61
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,NOT USA,DO NOT OWN,"$20,000-$39,999",49
0,YES,NO,Male,Not Democrat,Not Republican,Other,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",38
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$100,000-$149,999",27
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",77
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",36
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",64
1,NO,NO,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$150,000-$199,999",38
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,OWN RESIDENCE,"$60,000-$99,999",78
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",52
1,NO,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"Less than $20,000",20
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$60,000-$99,999",37
1,YES,YES,Female,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",63
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$60,000-$99,999",57
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",62
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$100,000-$149,999",31
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,17+yrs,USA,OWN RESIDENCE,"$100,000-$149,999",85
0,YES,YES,Male,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$20,000-$39,999",26
0,NO,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,DO NOT OWN,"$100,000-$149,999",68
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",40
1,YES,NO,Female,Yes Democrat,Not Republican,Democrat,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",34
0,YES,NO,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,OWN RESIDENCE,"$150,000-$199,999",65
1,YES,YES,Female,Yes Democrat,Not Republican,Democrat,17+yrs,USA,DO NOT OWN,"$200,000 or more",71
0,NO,YES,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,NOT USA,DO NOT OWN,"Less than $20,000",19
1,YES,YES,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,DO NOT OWN,"$40,000-$59,999",32
1,YES,YES,Male,Not Democrat,Not Republican,Other,17+yrs,USA,OWN RESIDENCE,"$150,000-$199,999",84
0,NO,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,NOT USA,DO NOT OWN,"Less than $20,000",29
1,YES,NO,Male,Yes Democrat,Not Republican,Democrat,16yrs,USA,OWN RESIDENCE,"$200,000 or more",37
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,12yrs-15yrs,USA,OWN RESIDENCE,"$20,000-$39,999",70
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$100,000-$149,999",70
1,YES,YES,Male,Not Democrat,Not Republican,Other,12yrs-15yrs,USA,DO NOT OWN,"$40,000-$59,999",19
0,YES,NO,Male,Not Democrat,Yes Republican,Republican,16yrs,USA,OWN RESIDENCE,"$40,000-$59,999",56
0,YES,NO,Female,Not Democrat,Yes Republican,Republican,17+yrs,USA,OWN RESIDENCE,"$40,000-$59,999",62
