...1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
20716,32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson;Bruno Mars,Uptown Special,Uptown Funk (feat. Bruno Mars),83,269666,TRUE,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-5,0.0344,0.928,114.988,4,dance
20717,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,The Trinity,Temperature,79,218573,FALSE,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4,dance
20752,6f5ExP43esnvdKPddwKXJH,NEIKED;Mae Muller;Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),82,160656,FALSE,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-6,0.0921,0.699,110.054,4,dance
20757,1oew3nFNY3vMacJAsvry0S,Rixton,Let The Road,Me And My Broken Heart,79,193733,FALSE,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4,dance
20760,017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Future Nostalgia,Break My Heart,78,221820,FALSE,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-6,0.349,0.467,113.011,4,dance
20770,4VrWlk8IQxevMvERoX08iC,Sia,1000 Forms Of Fear,Chandelier,80,216120,FALSE,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-5,0.0685,0.572,117.089,5,dance
20804,6lknMmJZALXxx7emwwZWLX,Madonna;Sickick,Frozen,Frozen,76,120157,FALSE,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance
20808,5GkQIP5mWPi4KZLLXeuFTT,Ariana Grande;Doja Cat,Positions,motive (with Doja Cat),78,167989,TRUE,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,4,dance
20809,3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Hot Pink,Say So,79,237893,TRUE,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-6,0.0904,0.779,110.962,4,dance
20810,1rIKgCH4H52lrvDcz50hS8,Zara Larsson,So Good,Lush Life,78,201122,FALSE,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,4,dance
20811,4zN21mbAuaD0WqtmaTZZeP,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-5,0.0526,0.692,125.004,4,dance
20813,7t3Xdbufg7q2onVsR8RBdY,Sam Smith,Love Goes,Fire On Fire,78,246735,FALSE,0.584,0.408,1,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129,4,dance
20815,3LEgGAl9zLcQWGTp7ptqtQ,Jonas Blue;Why Don't We,Don’t Wake Me Up,Don’t Wake Me Up,76,188894,FALSE,0.621,0.747,11,-5.084,1,0.0337,0.222,1.94e-4,0.147,0.426,124.015,4,dance
20817,6Pgkp4qUoTmJIPn7ReaGxL,Avicii;Sandro Cavazza,AVĪCI (01),Without You (feat. Sandro Cavazza),78,181672,TRUE,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4,dance
20850,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,RENAISSANCE,CUFF IT,93,225388,TRUE,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-6,0.0698,0.642,115.042,4,dance
20851,7uzmGiiJyRfuViKKK3lVmR,Bazzi,COSMIC,Mine,76,131064,TRUE,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-6,0.451,0.717,142.929,4,dance
20858,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,Sweetener,no tears left to cry,78,205920,FALSE,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-6,0.294,0.354,121.993,4,dance
20867,5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld;Alesso;Florida Georgia Line;WATT,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",77,174800,FALSE,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,4,dance
20900,5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande;The Weeknd,My Everything (Deluxe),Love Me Harder,78,236133,FALSE,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,4,dance
20910,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,87,233478,FALSE,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,dance
20915,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",78,190440,TRUE,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4,dance
20916,0b18g3G5spr4ZCkz7Y6Q0Q,Majestic;Boney M.,Rasputin,Rasputin,80,186209,FALSE,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-5,0.193,0.658,128.04,4,dance
20917,0HaRLPnr887lcQM2YQzkff,Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),83,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,1.57e-4,0.209,0.717,104.059,4,dance
20926,1RF02Cf80mTaeNXG2P2boR,Nathan Dawe;Ella Henderson,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),83,155253,FALSE,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-6,0.0512,0.779,123.96,4,dance
20952,27rdGxbavYJeBphck5MZAF,Mark Ronson;Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),78,217466,FALSE,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-6,0.388,0.244,114.066,4,dance
23004,5tf1VVWniHgryyumXyJM7w,Robin Schulz;Francesco Yates,Sugar,Sugar (feat. Francesco Yates),76,219043,FALSE,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4,deep-house
25001,49X0LAl6faAusYq02PRAY6,Modjo,Modjo (Remastered),Lady - Hear Me Tonight,78,307153,FALSE,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4,disco
25007,4UDmDIqJIbrW0hMBQMFOsM,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,77,92866,FALSE,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,disco
25009,5ubvP9oKmxLUVq506fgLhk,Bee Gees,How Can You Mend A Broken Heart,Stayin Alive,80,285373,FALSE,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,4,disco
25053,4y1LsJpmMti1PfRQV9AWWe,Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,79,238266,FALSE,0.71,0.799,6,-4.897,1,0.0328,0.22,6.02e-4,0.349,0.725,120.372,4,disco
25054,0ikz6tENMONtK6qGkOrU3c,Wham!,Make It Big,Wake Me Up Before You Go-Go,80,231333,FALSE,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4,disco
25100,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",Raise!,Let's Groove,79,339320,FALSE,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-5,0.126,0.9,125.035,4,disco
25206,6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland,76,288293,FALSE,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,disco
30254,21H0pUV2uPIPcFnFhgTBjo,Kygo;Gryffin;Calum Scott,Woke Up in Love,Woke Up in Love,80,216873,FALSE,0.643,0.585,2,-5.994,1,0.0369,0.225,0,0.0927,0.188,106.015,4,edm
30302,4TZ2Ub8bZh4LTs06eANDXa,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,190053,FALSE,0.653,0.836,10,-5.626,0,0.0457,0.0452,0.299,0.1,0.804,133.182,4,edm
30310,5WHTFyqSii0lmT9R21abT8,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,77,178480,FALSE,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-6,0.0793,0.234,98.994,4,edm
30316,5902W4uHWzhtOff1UK7the,Alesso;Katy Perry,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),80,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,edm
30353,2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ride It,81,157605,FALSE,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-5,0.106,0.884,117.948,4,edm
30365,1bgKMxPQU7JIZEhNsM1vFs,Alesso;Zara Larsson,Words (feat. Zara Larsson),Words (feat. Zara Larsson),85,142677,FALSE,0.739,0.586,10,-5.079,0,0.0472,0.0245,2.52e-4,0.308,0.444,124.026,4,edm
30381,5K6Ssv4Z3zRvxt0P6EKUAP,Galantis;David Guetta;Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),79,183725,FALSE,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,4,edm
30405,1I8tHoNBFTuoJAlh4hfVVE,Kygo;Conrad Sewell,Cloud Nine,Firestone,77,271640,FALSE,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-5,0.0952,0.411,113.927,4,edm
30413,6Dy1jexKYriXAVG6evyUTJ,Joel Corry;Jax Jones;Charli XCX;Saweetie,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),81,162603,FALSE,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,4,edm
30450,127uq83uGFapbddqiMUKky,David Guetta;Akon,One More Love,Sexy Bitch (feat. Akon),77,195853,TRUE,0.813,0.627,11,-5.018,0,0.0486,0.0771,6.16e-4,0.131,0.801,130.011,4,edm
30458,3Z7CaxQkqbIs1rewKi6v4W,Tiësto;Charli XCX,Hot In It,Hot In It,84,129817,FALSE,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-6,0.0413,0.717,123.045,4,edm
30466,3rb0tMq42WfggucPm0HHkA,MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),85,148629,FALSE,0.607,0.767,5,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3,edm
30514,6ft4hAq6yde8jPZY2i5zLr,MEDUZA;Dermot Kennedy,Paradise,Paradise (feat. Dermot Kennedy),79,167903,FALSE,0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,4,edm
30522,4lhqb6JvbHId48OUJGwymk,Avicii,True,Hey Brother,77,255093,FALSE,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-5,0.0828,0.458,125.014,4,edm
30527,5UqCQaDshqbIk3pkhy4Pjg,Avicii,Levels,Levels - Radio Edit,79,199906,FALSE,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,4,edm
30550,7H7NyZ3G075GqPx2evsfeb,Mac DeMarco,Salad Days,Chamber Of Reflection,82,231723,FALSE,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,4,edm
30556,2yEHX6MqAXPyD7bm47A2Br,Tiësto;Black Eyed Peas,Pump It Louder,Pump It Louder,76,158571,FALSE,0.66,0.942,4,-2.273,1,0.185,0.00789,1.76e-5,0.834,0.543,126.017,4,edm
30558,5xYC48nOppVemY6U5GRGTb,David Guetta;Kid Cudi,One More Love,Memories (feat. Kid Cudi),77,210853,FALSE,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-6,0.251,0.375,129.983,4,edm
30562,6cx06DFPPHchuUAcTxznu9,Joel Corry;MNEK,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),80,166028,FALSE,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-5,0.0489,0.905,122.953,4,edm
30572,4cG7HUWYHBV6R6tHn1gxrl,Riton;Nightcrawlers;Mufasa & Hypeman;Dopamine,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,82,169153,FALSE,0.824,0.862,2,-3.424,1,0.126,0.0076,1.32e-4,0.303,0.801,122.98,4,edm
30598,4RAR8g8fZNB106ezUurnE0,Kygo;DNCE,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),79,215203,FALSE,0.75,0.797,0,-4.826,1,0.118,0.293,0,0.392,0.523,105.949,4,edm
30610,3nEHrvNNtgLv9rneTAYVr4,Swedish House Mafia;Connie Constance,Paradise Again,Heaven Takes You Home (feat. Connie Constance),79,214071,FALSE,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4,edm
30659,0siYMEsGrzzzlWLXK5zJfS,Joel Corry;RAYE;David Guetta,BED,BED,76,178087,FALSE,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,4,edm
30690,3sa06xVNmLLYIxdNNmVQN8,Jax Jones;MNEK,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),83,177689,FALSE,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-6,0.293,0.502,127.034,4,edm
30701,6jgkEbmQ2F2onEqsEhiliL,Mac DeMarco,2,My Kind of Woman,81,190845,FALSE,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4,edm
30824,4qtdkdTY1t3RmlmSbWykzR,Sigala;Talia Mar,Stay the Night,Stay the Night,77,171954,FALSE,0.636,0.936,7,-2.65,0,0.0729,0.177,0,0.0879,0.415,124.034,4,edm
30882,1kwHrBWAlucOE57lWugotk,Felix Jaehn;Zoe Wees,Do It Better (feat. Zoe Wees),Do It Better (feat. Zoe Wees),76,170045,FALSE,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-5,0.158,0.41,122.111,4,edm
30919,2V4bv1fNWfTcyRJKmej6Sj,Mike Posner;Gigamesh,31 Minutes to Takeoff,Cooler Than Me - Single Mix,76,213293,FALSE,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,4,edm
31001,18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,"summer,",comethru,79,181613,FALSE,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982,4,electro
31007,4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,79,179867,TRUE,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,4,electro
31010,2nC3QhMI9reBIOWutbU3Tj,Ashe,Moral of the Story,Moral of the Story,76,201083,TRUE,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-6,0.102,0.265,119.812,4,electro
31012,6jRq8gaZhMUyy5RclRPcAf,blackbear,everything means nothing,hot girl bummer,80,188343,TRUE,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,1,electro
31016,1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,80,197732,FALSE,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-5,0.103,0.389,74.953,4,electro
31057,04sN26COy28wTXYj3dMoiZ,Billie Eilish,Bored,Bored,85,180933,FALSE,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4,electro
31064,32BeYxKPrig1LefHsC0Xuo,Billie Eilish,Happier Than Ever (Edit),Happier Than Ever - Edit,82,151444,TRUE,0.334,0.599,0,-5.742,1,0.0365,0.0468,3.92e-4,0.205,0.127,161.74,3,electro
31074,4IhKLu7Vk3j2TLmnFPl6To,Alec Benjamin,Narrated For You,Water Fountain,79,218893,FALSE,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-5,0.087,0.551,133.975,4,electro
31100,4pTkDIlpFNoeWbahu8pVXW,Izzamuzzic;Julien Marchal,Shootout,Shootout,78,295308,FALSE,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,electro
31109,21szgNA72iLwvBxHQLgwBh,Nessa Barrett,die first,die first,81,177108,FALSE,0.444,0.669,8,-6.727,0,0.125,0.0669,0,0.124,0.44,183.441,4,electro
31121,1zu2GKHPJIsUu80SUJX4H4,Alec Benjamin,(Un)Commentary,Devil Doesn’t Bargain,80,163613,FALSE,0.448,0.606,3,-4.565,1,0.0609,0.577,0,0.217,0.483,121.15,4,electro
31154,51NFxnQvaosfDDutk0tams,Billie Eilish,Bellyache,bellyache,79,179172,FALSE,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,4,electro
31156,7hDVYcQq6MxkdJGweuCtl9,Billie Eilish,dont smile at me,ocean eyes,80,200379,FALSE,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4,electro
31251,41zXlQxzTi6cGAjpOXyLYH,Billie Eilish,dont smile at me,idontwannabeyouanymore,81,203569,FALSE,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,3,electro
31259,20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Kiss,Call Me Maybe,80,193400,FALSE,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-6,0.108,0.66,120.021,4,electro
31261,2Foc5Q5nqNiosCNqttzHof,Daft Punk;Pharrell Williams;Nile Rodgers,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,82,248413,FALSE,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-6,0.101,0.862,116.047,4,electro
31357,7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris;Ellie Goulding,Motion,Outside (feat. Ellie Goulding),79,227266,FALSE,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,4,electro
31401,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,Summer,82,222533,FALSE,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,electro
31403,7fYRg3CEbk6rNCuzNzMT06,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,214459,TRUE,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-5,0.077,0.757,99.988,4,electro
31406,2cGxRwrMyEAp8dEbuZaVv6,Daft Punk;Julian Casablancas,Random Access Memories,Instant Crush (feat. Julian Casablancas),76,337560,FALSE,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4,electro
31452,3r44Otr6SVUja3SYsCuhVY,Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),76,242142,FALSE,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electro
31456,7eB1V5LvAdxCc7brfGhRRo,Billie Eilish,dont smile at me,watch,79,177523,FALSE,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,4,electro
31552,22mek4IiqubGD9ctzxc69s,Calvin Harris;Disciples,How Deep is Your Love (feat. Disciples),How Deep is Your Love (feat. Disciples),77,212640,FALSE,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,electro
31560,38GBNKZUhfBkk3oNlWzRYd,Billie Eilish,Happier Than Ever,NDA,77,195776,TRUE,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4,electro
31603,3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,77,221543,FALSE,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-6,0.752,0.282,118.028,4,electro
31652,5t3Vk8bRKylx4fjj7qlbib,Billie Eilish,bitches broken hearts,bitches broken hearts,76,176471,TRUE,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,4,electro
31669,042Sl6Mn83JHyLEqdK7uI0,Billie Eilish,Happier Than Ever,Your Power,77,245896,FALSE,0.632,0.284,9,-14.025,0,0.0801,0.932,4.76e-4,0.233,0.208,129.642,4,electro
31681,7MIhUdNJtaOnDmC5nBC1fb,Alok;Ella Eyre;Kenny Dope;Never Dull,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),84,165752,FALSE,0.687,0.818,0,-4.221,1,0.0778,0.0112,0,0.248,0.886,125.952,4,electro
31702,1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Feel So Close - Radio Edit,80,206413,FALSE,0.707,0.924,7,-2.842,1,0.031,9.72e-4,0.00703,0.204,0.919,127.937,4,electro
31708,5lfWrciYtohtIMVDVZd0Rf,Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",80,229282,FALSE,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-6,0.288,0.9,125.975,4,electro
31715,5Hp4xFihdOE2dmDzxWcBFb,Alok;Sigala;Ellie Goulding,All By Myself,All By Myself,76,171747,FALSE,0.662,0.848,0,-4.338,0,0.0346,0.0932,7.62e-6,0.241,0.773,123.041,4,electro
31774,2KnuaZYoGzDoHiBTNYOTXG,Billie Eilish,Happier Than Ever,Billie Bossa Nova,76,196730,FALSE,0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,4,electro
31807,07nH4ifBxUB4lZcsf44Brn,Calvin Harris;John Newman,Motion,Blame (feat. John Newman),76,212960,FALSE,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4,electro
31851,1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,My Way,My Way,76,219159,FALSE,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-5,0.161,0.536,119.986,4,electro
31901,5N5k9nd479b1xpDZ4usjrg,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),77,213309,FALSE,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.9099999999999996e-06,0.325,0.486,123.07,4,electro
31963,5o5akY9xnEk6lpMkD8RwD9,Melanie Martinez,K-12,Teacher's Pet,76,241893,TRUE,0.686,0.794,7,-6.136,0,0.0385,0.27,2.25e-5,0.125,0.532,140.952,3,electro
33002,7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION;Trippie Redd,17,Fuck Love (feat. Trippie Redd),83,146520,TRUE,0.797,0.533,0,-9.74,0,0.0412,0.0172,1.52e-4,0.103,0.329,131.036,4,emo
33005,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,17,Jocelyn Flores,84,119133,TRUE,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-6,0.297,0.437,134.021,4,emo
33006,4jvjzW7Hm0yK4LvvE0Paz9,Lil Peep;XXXTENTACION,"Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,81,196400,TRUE,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,emo
33007,5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,17,Revenge,87,120026,TRUE,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,emo
33008,5de9Ho64dovuQI8Uhn5gPD,XXXTENTACION,Revenge,I Don't Wanna Do This Anymore,77,87560,TRUE,0.433,0.778,4,-7.681,1,0.041,0.843,0,0.139,0.764,114.208,4,emo
33009,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,Everybody Dies In Their Nightmares,85,95466,TRUE,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-5,0.112,0.689,129.953,4,emo
33010,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,?,the remedy for a broken heart (why am I so in love),79,160184,TRUE,0.699,0.304,1,-11.192,1,0.0993,0.779,9.93e-4,0.137,0.271,119.705,4,emo
33011,7AFASza1mXqntmGtbxXprO,XXXTENTACION,?,changes,80,121886,FALSE,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,4,emo
33013,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,?,SAD!,83,166605,TRUE,0.74,0.613,8,-4.88,1,0.145,0.258,0.0037200000000000002,0.123,0.473,75.023,4,emo
33014,7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,Look At Me!,82,126345,TRUE,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4,emo
33020,658I1uDnmLSiltFCf98AWE,XXXTENTACION;Ski Mask The Slump God,Revenge,RIP Roach,76,169978,TRUE,0.727,0.62,8,-6.443,1,0.306,0.398,0,0.0926,0.555,105.003,4,emo
33026,2ooF4088y5L72c4YTEJQoB,XXXTENTACION,Revenge,YuNg BrAtZ,76,101851,TRUE,0.755,0.695,9,-5.963,1,0.26,0.0179,0,0.107,0.493,128.063,4,emo
33060,7z84Fwf1R3Z2BwHCP620CI,Paramore,This Is Why,This Is Why,80,207652,FALSE,0.723,0.737,11,-7.566,0,0.0386,0.00435,0.00261,0.116,0.689,123.039,4,emo
33064,1yjY7rpaAQvKwpdUliHx0d,Paramore,Paramore,Still into You,80,216013,FALSE,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4,emo
33066,0S0vWvyZ6Rc79TXkWxT9QA,Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,78,231546,TRUE,0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,106,4,emo
33073,2SabxRgV7VMc1LRHgw0HIo,Lil Peep;rainy bear,nuts (feat. rainy bear),nuts (feat. rainy bear),80,85360,TRUE,0.576,0.741,2,-7.404,1,0.0356,0.00831,0,0.111,0.143,124.091,4,emo
33088,5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,The Black Parade,Welcome to the Black Parade,79,311106,FALSE,0.217,0.905,2,-4.103,1,0.0752,2.89e-4,1.1e-4,0.222,0.236,96.95,4,emo
33117,4epHhc2lvhFYzMlKA23O3G,6ix9ine;Anuel AA,DUMMY BOY,MALA,78,206550,TRUE,0.72,0.825,5,-3.627,0,0.0424,0.689,0,0.103,0.789,100.008,4,emo
33118,6KjkgYu4mjsMVYy4aCzyw6,Lil Peep;Lil Tracy,crybaby,white tee,77,132226,TRUE,0.798,0.528,11,-8.908,1,0.042,0.293,1e-6,0.0727,0.728,149.995,4,emo
33128,7svpAkwc6xaSxlbZ7V7JiS,salvia palth,melanchole,i was all over her,77,161462,FALSE,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,emo
33184,7lRlq939cDG4SzWOF4VAnd,My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),77,186480,TRUE,0.21,0.94,9,-3.427,1,0.123,0.00602,0,0.269,0.255,179.722,4,emo
33233,0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,From Under The Cork Tree,"Dance, Dance",77,180266,FALSE,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,4,emo
